case_id,main_analytic,issue_check_pass,attention_pass,major_party_identifier,intent,vignette,candidate_party,party_bloc,party_id_detail,ingroup3,state,sex,sex_num,age,edu,hincome,ideology,ft_rul,ft_opp,cm_1,cm_2,cm_3,cm_4,cm_5,cm_1_bin,cm_2_bin,cm_3_bin,cm_4_bin,cm_5_bin,conspiracy,conspiracy_z,conspiracy_full,conspiracy_additive,negative,enthusiasm,competent,sincere,trustworthy,undemocratic_perception
106,0,0,1,1,0,Control,opposition,ruling,Labor,Out-group,WA,male,1,63,0.5,0.42857142857142855,0.6666666666666666,0.82,0.045,17,5,4,5,5,1,1,1,1,1,,,1.3888678094333475,5,0,0,0,0,0,0.75
107,1,1,1,0,0,Protests,ruling,Independent,No party ID,Independent,SA,female,0,56,1,0.35714285714285715,,0.6,0.395,16,4,3,4,4,1,1,0,1,1,0.2852416331490423,0.31460658079476533,0.26777973692930584,4,0.5,0,0,0,0,1
108,1,1,1,1,0,Court,opposition,opposition,Coalition,In-group,NSW,male,1,62,1,0.2857142857142857,0.8333333333333334,0.1,0.875,16,5,4,4,2,1,1,1,1,0,-0.0507074727117342,-0.05592768641261748,-0.10518462509176449,4,0.375,0,0,0,0,1
109,0,0,1,1,4,Control,ruling,ruling,Labor,In-group,NSW,male,1,52,1,0.8571428571428571,0.5,0.82,0.445,17,2,3,2,2,1,0,0,0,0,,,-1.2426450836532708,1,0,0.75,1,1,1,0
110,0,0,0,1,2,Election,opposition,ruling,Labor,Out-group,TAS,male,1,57,1,0.5,,0.84,0.37,16,3,2,3,1,1,0,0,0,0,,,-1.4096596764659326,1,0.375,0.5,0,1,0.5,0.5
111,1,1,0,0,0,Court,ruling,Independent,No party ID,Independent,SA,male,1,58,1.5,0.35714285714285715,0.6666666666666666,0,0.12,17,5,4,5,5,1,1,1,1,1,1.4033399055944191,1.547810410835853,1.3888678094333475,5,0.5,0.5,0.5,0.75,0.25,0.25
112,1,1,0,0,2,Control,opposition,Independent,No party ID,Independent,TAS,female,0,47,0.5,0.21428571428571427,,1,0.25,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0.375,0.5,0,1,0.5,1
113,0,0,0,1,4,Control,ruling,ruling,Labor,In-group,QLD,male,1,61,0.5,0.7857142857142857,1,0.7,0.11,16,3,3,3,4,1,0,0,0,1,,,-0.20925700291638397,2,0.125,0.25,1,0.75,1,0
114,1,1,1,1,2,Election,opposition,opposition,Coalition,In-group,VIC,female,0,56,0.5,0.5714285714285714,0.5,0.19,0.53,17,5,5,3,2,1,1,1,0,0,-0.06841361566952198,-0.07545663467138124,-0.13862569501087355,3,0,0,0.75,0.75,0.75,0.5
115,1,1,0,0,0,Protests,ruling,Independent,No party ID,Independent,QLD,male,1,53,1.5,0,0.16666666666666666,0.39,0.15,17,4,3,4,1,1,1,0,1,0,-0.5882890721266765,-0.6488520327745854,-0.631799447171603,3,0.125,0,0,1,0,1
116,0,0,1,0,4,Court,ruling,Independent,No party ID,Independent,NSW,male,1,16,1.5,0.8571428571428571,0.8333333333333334,0.9,0.945,17,4,5,4,5,1,1,1,1,1,,,1.0825502135080702,5,0.875,1,1,0,0.75,0.25
117,1,1,0,1,4,Election,opposition,ruling,Labor,Out-group,SA,male,1,52,1,0.42857142857142855,,0.8,0.08,14,4,3,4,2,0,1,0,1,0,-0.6382281320837488,-0.7039322001672256,-0.6788846405465723,2,0.375,0.5,0.25,0.75,0,1
118,1,1,0,1,2,Control,ruling,opposition,Coalition,Out-group,QLD,female,0,62,0.5,0.6428571428571429,0.8333333333333334,0,0.69,16,5,2,3,3,1,1,0,0,0,-0.3996809237674981,-0.44082712417259173,-0.43765962909062656,2,0.125,0,0.5,0.5,0.5,0.75
119,0,0,1,0,3,Protests,ruling,Independent,No party ID,Independent,NSW,male,1,57,1,0.8571428571428571,0.6666666666666666,0.88,0.515,16,4,4,4,5,1,1,1,1,1,,,0.7817267240594304,5,0.125,0.75,1,0,1,0
120,1,1,0,0,3,Protests,opposition,Independent,No party ID,Independent,SA,female,0,52,,0.5,,0,0,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0,0.25,1,1,1,0
121,1,1,1,1,1,Court,opposition,opposition,Coalition,In-group,VIC,female,0,60,0.5,0.42857142857142855,0.16666666666666666,0.09,0.71,15,4,2,3,4,0,1,0,0,1,-0.34641162738057124,-0.38207388043107493,-0.3673083118870827,2,0.625,0,0.25,1,0,0.75
122,0,0,1,0,2,Protests,opposition,Independent,No party ID,Independent,NSW,female,0,32,1.5,0.8571428571428571,0.5,0.53,0.565,16,4,4,5,4,1,1,1,1,1,,,0.7727634402174672,5,0.625,0.5,0.5,0.75,0.5,0.5
123,1,1,1,0,0,Control,ruling,Independent,No party ID,Independent,QLD,male,1,59,0.5,0.35714285714285715,,0.05,0.6,17,5,4,4,4,1,1,1,1,1,0.7448438068776899,0.8215237050809644,0.7113754068558866,5,0,0,0.25,0.75,0.5,0.25
124,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,female,0,52,1,0.5714285714285714,0.5,0.5,0.5,15,2,4,3,2,0,0,1,0,0,-0.9611915049270063,-1.0601438840313113,-0.9978700714215634,1,0,0,0.5,0.5,0.5,0.5
125,1,1,0,1,0,Election,opposition,opposition,Coalition,In-group,NSW,male,1,41,0.5,0.8571428571428571,0,0,0.495,17,5,1,5,5,1,1,0,1,1,0.8661746861667815,0.955345309790465,0.8767103776721096,4,0,0,0,0,0.5,0
126,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,SA,female,0,45,0.5,0.5,0.5,0,0.71,16,3,3,3,4,1,0,0,0,1,,,-0.20925700291638397,2,0.25,0.25,0.5,0.5,0.5,0.5
127,1,1,0,0,0,Protests,ruling,Independent,One Nation,Independent,NSW,female,0,9,1.5,0.8571428571428571,0.6666666666666666,0.77,0.785,16,2,3,2,3,1,0,0,0,0,-1.0031913971968573,-1.1064675653077471,-1.029521585971786,1,0.625,0.25,0.5,0.25,0.5,0.5
128,0,0,1,1,3,Control,opposition,opposition,Coalition,In-group,VIC,male,1,56,1.5,0.5,0.6666666666666666,0.22,0.78,14,2,1,1,1,0,0,0,0,0,,,-2.651888810656238,0,0,0.25,1,1,1,0
129,1,1,1,1,0,Election,opposition,ruling,Labor,Out-group,TAS,male,1,47,1,0.7142857142857143,0.5,0.77,0.52,17,4,4,4,4,1,1,1,1,1,0.5922151919349552,0.6531823372783035,0.5686032263779456,5,0.25,0,0.25,0.25,0.25,0.75
130,1,1,1,1,0,Control,ruling,opposition,Coalition,Out-group,NSW,female,0,57,0,0.35714285714285715,,0,0.935,17,5,2,4,4,1,1,0,1,1,0.38673366059259817,0.42654697105070577,0.3699371190150614,4,0.5,0,0,0,0,1
131,1,1,1,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,54,1,0.35714285714285715,0.16666666666666666,0.41,0.71,16,4,3,4,4,1,1,0,1,1,0.2852416331490423,0.31460658079476533,0.26777973692930584,4,0.5,0.5,0,0,0,0
132,0,0,1,1,0,Court,ruling,opposition,Coalition,Out-group,QLD,male,1,25,1.5,0.8571428571428571,0,1,1,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,1,1,1,0,1,0
133,1,1,1,0,2,Protests,opposition,Independent,No party ID,Independent,TAS,female,0,31,1,0.5,0.5,0.83,0.25,17,5,3,4,5,1,1,0,1,1,0.8996051307081727,0.9922173390784217,0.883884106145186,4,0,0,0.5,0.5,0.5,0.5
134,1,1,1,0,3,Control,ruling,Independent,No party ID,Independent,NSW,female,0,50,0.5,0.21428571428571427,0.5,0,0.6,16,5,3,3,3,1,1,0,0,0,-0.22062585062495216,-0.24333875715746234,-0.2669404851702139,2,0,0.25,0.75,0.75,0.75,0
135,1,1,1,0,2,Election,opposition,Independent,No party ID,Independent,NSW,female,0,52,1,0.2857142857142857,,1,0.25,17,4,3,2,4,1,1,0,0,1,-0.2361992846949921,-0.2605154392214299,-0.27064503627796466,3,0,0,1,1,1,0
136,1,1,1,1,2,Election,ruling,ruling,Labor,In-group,QLD,male,1,60,0.5,0,,0.49,0.5,16,4,4,3,2,1,1,1,0,0,-0.5280157893981696,-0.5823737589575804,-0.5822213649374542,3,0,0,0.25,0.25,0.25,0.75
137,0,0,0,0,3,Control,ruling,Independent,No party ID,Independent,NSW,female,0,25,1,0.8571428571428571,0.5,0.81,0.84,16,4,5,4,4,1,1,1,1,1,,,0.6092180247701311,5,0.375,0.5,1,0,0.25,0.75
138,0,0,1,1,1,Election,ruling,ruling,Labor,In-group,NSW,female,0,29,0.5,0.6428571428571429,0.5,0.86,0.615,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.5,0.5,0.25,1,1,0.5
139,1,1,0,0,3,Protests,ruling,Independent,No party ID,Independent,SA,female,0,58,0.5,0.8571428571428571,0.5,0.5,0.5,15,3,3,3,4,0,0,0,0,1,-0.3199851691807602,-0.35292688121860655,-0.33936134844461113,1,0.625,1,1,1,1,0.5
140,0,0,1,0,2,Control,opposition,Independent,One Nation,Independent,NSW,male,1,51,0.5,0.42857142857142855,,0.66,0.25,15,4,2,3,4,0,1,0,0,1,,,-0.3673083118870827,2,0,0,0.75,0.5,0.5,0.25
141,0,0,1,0,2,Court,opposition,Independent,No party ID,Independent,QLD,female,0,31,0.5,0.35714285714285715,,0,0,16,4,3,3,3,1,1,0,0,0,,,-0.40971266564815495,2,0,0,0.5,0.5,0.5,0.5
142,1,1,0,0,0,Election,ruling,Independent,No party ID,Independent,VIC,female,0,49,1.5,0.5,0.5,0.8,0.03,16,5,4,4,5,1,1,1,1,1,0.9507417182073515,1.0486183166251422,0.9244989045373715,5,0.375,0,0,0,0,1
143,0,0,0,0,2,Court,opposition,Independent,No party ID,Independent,SA,female,0,48,0.5,0,,0.14,0.225,17,5,1,3,5,1,1,0,0,1,,,0.2081812589366119,3,0,0,0.5,0.5,0.5,0.5
144,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,VIC,female,0,48,1,0.21428571428571427,0.5,0.01,0.395,14,4,2,2,2,0,1,0,0,0,-1.4666426087136961,-1.6176299766669588,-1.5181329032024826,1,0,0.5,0.75,0.75,0.75,0.25
145,1,1,1,0,2,Protests,ruling,Independent,No party ID,Independent,QLD,male,1,54,1.5,0.7857142857142857,0.6666666666666666,0.2,0.9,16,4,2,2,2,1,1,0,0,0,-1.210805637426962,-1.335455197730141,-1.2579242121460283,2,0.125,0,0.5,0.5,0.5,0.25
146,1,1,1,0,0,Election,ruling,Independent,No party ID,Independent,VIC,male,1,50,0.5,0.21428571428571427,0.6666666666666666,0,0.08,15,5,5,4,5,0,1,1,1,1,1.0018783057065306,1.1050192941718628,0.965113702929557,4,0,0,0.5,0.25,0.25,0.75
147,1,1,1,1,0,Control,opposition,ruling,Labor,Out-group,QLD,male,1,54,1,0.5,0.3333333333333333,1,0,15,2,2,2,2,0,0,0,0,0,-1.6439813529557987,-1.8132253228038717,-1.6735729186301374,0,0,0,0.75,0,0.5,0.25
148,1,1,1,0,0,Election,opposition,Independent,No party ID,Independent,TAS,male,1,40,1,0.7857142857142857,0.8333333333333334,0.02,0.81,15,5,4,4,4,0,1,1,1,1,0.48900683559095603,0.5393489261441468,0.45116671579943235,4,0.625,0,0.25,0.25,1,0.75
149,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,female,0,31,1,0.8571428571428571,0.5,0.3,0.52,16,3,2,3,2,1,0,0,0,0,-1.0387545506259963,-1.1456918607905,-1.0664318332562206,1,0,0,0.5,0.5,0.5,0.5
150,1,1,0,1,3,Court,opposition,opposition,Coalition,In-group,QLD,male,1,62,1,0.21428571428571427,0.16666666666666666,0,0.91,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0,0.5,0.75,0.75,0.75,0.25
151,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,VIC,female,0,64,0.5,0.2857142857142857,0.3333333333333333,0.58,0.695,17,5,3,3,3,1,1,0,0,0,,,-0.1368361396419868,2,0.125,0.25,0.5,0.5,0.5,0.75
152,1,1,0,1,2,Court,opposition,opposition,Coalition,In-group,VIC,female,0,59,1,0.35714285714285715,0.5,0,0.745,16,5,4,4,5,1,1,1,1,1,0.9507417182073515,1.0486183166251422,0.9244989045373715,5,0.375,0,0.5,0.5,0.5,0.5
153,0,0,1,1,2,Election,opposition,ruling,Labor,Out-group,QLD,female,0,25,0.5,0.42857142857142855,0.5,0.72,0.67,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0.5,0.5,0.5,0.5,0.5,0.5
154,0,0,1,0,1,Control,opposition,Independent,No party ID,Independent,QLD,female,0,61,1,0.21428571428571427,0.5,0,0.35,16,5,4,5,5,1,1,1,1,1,,,1.2587634639051204,5,0,0.25,0.5,1,1,1
155,1,1,1,0,1,Election,ruling,Independent,No party ID,Independent,WA,male,1,57,1,0.35714285714285715,0.5,0,0.31,16,5,4,4,5,1,1,1,1,1,0.9507417182073515,1.0486183166251422,0.9244989045373715,5,0,0,0.25,0.25,0.25,0.75
156,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,NSW,female,0,64,1,0.5,0.3333333333333333,0.17,0.72,17,5,3,4,3,1,1,0,1,0,0.2319723367621155,0.25585333705324864,0.19742841972576203,3,0,0.5,0.5,0.75,0.5,0.5
157,0,0,1,0,0,Control,ruling,Independent,No party ID,Independent,VIC,female,0,63,0.5,0.2857142857142857,0.16666666666666666,0,0.5,16,5,5,5,5,1,1,1,1,1,,,1.429482607825533,5,0,0,0.5,0.5,0.5,0.5
158,1,1,1,1,0,Court,ruling,ruling,Labor,In-group,ACT,male,1,54,1.5,0.9285714285714286,0.16666666666666666,0.7,0.165,15,2,1,3,4,0,0,0,0,1,-0.8307239304085867,-0.9162449830515261,-0.8235718167633773,1,1,0,0,0.5,1,1
159,1,1,0,0,0,Court,opposition,Independent,No party ID,Independent,QLD,male,1,63,1.5,0.7142857142857143,0.3333333333333333,0.5,0.16,16,4,1,3,4,1,1,0,0,1,-0.39754821487975023,-0.43847485797779545,-0.4079231102792683,3,0.375,0,0.25,0.75,0.25,1
160,0,0,0,1,2,Court,opposition,opposition,Coalition,In-group,VIC,male,1,62,1,0,0.16666666666666666,0,0.905,17,5,1,5,5,1,1,0,1,1,,,0.8767103776721096,4,0.5,0.5,0.5,0.5,0.5,0.5
161,1,1,0,1,2,Election,ruling,ruling,Labor,In-group,QLD,female,0,55,1,0.42857142857142855,0.16666666666666666,1,0.19,17,4,4,3,3,1,1,1,0,0,-0.06628090678177408,-0.07310436847658495,-0.10888917619951521,3,0.125,0,0.25,0.25,0.25,0.75
162,1,1,1,1,1,Protests,ruling,opposition,Coalition,Out-group,QLD,male,1,64,0.5,0.42857142857142855,0.16666666666666666,0.33,0.85,15,4,4,4,4,0,1,1,1,1,0.3363782206482212,0.37100755834148585,0.30839453532149136,4,0.375,0,0.25,0.5,0.25,0.75
163,1,1,1,1,4,Election,opposition,ruling,Labor,Out-group,VIC,female,0,47,1.5,0.5,0.16666666666666666,1,0.08,16,3,1,1,1,1,0,0,0,0,-2.200985424228972,-2.4275716383028203,-2.248907939121843,1,0.875,0,0,0,0,1
164,0,0,1,1,1,Protests,ruling,opposition,Coalition,Out-group,QLD,male,1,62,0.5,0.42857142857142855,0.3333333333333333,0.45,0.51,16,4,3,2,4,1,1,0,0,1,,,-0.4007493818061918,3,0.625,0.5,0.75,0.25,0.75,0.5
165,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,VIC,female,0,51,0.5,0,,0,0,17,5,1,5,3,1,1,0,1,0,0.1985418922207243,0.21898130776529184,0.19025469125268557,3,0,0,0,0,0,0
166,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,female,0,26,1.5,0.6428571428571429,,0.5,0.5,17,5,4,4,3,1,1,1,1,0,0.41102740990466136,0.453341704068378,0.3681475636461747,4,0,0,0.5,0.5,0.5,0.5
167,0,0,1,0,3,Election,opposition,Independent,One Nation,Independent,VIC,male,1,60,1,0.5714285714285714,1,0,0.65,16,4,3,4,4,1,1,0,1,1,,,0.26777973692930584,4,0.375,0.5,1,1,0.75,0
168,1,1,0,0,4,Protests,opposition,Independent,No party ID,Independent,QLD,male,1,55,1,0.5,0.8333333333333334,0.08,0.1,15,5,3,3,3,0,1,0,0,0,-0.34854433626831915,-0.3844261466258712,-0.39704483069844104,1,0,0.25,0.75,1,0.75,0.25
169,0,0,1,0,2,Protests,opposition,Independent,No party ID,Independent,QLD,male,1,36,1,0.5,0.5,0.87,0.01,16,4,2,2,4,1,1,0,0,1,,,-0.5714685257266044,3,0.375,0.75,0,0.75,0.25,0.5
170,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,female,0,42,1.5,0.5,0.5,0.18,0,17,5,1,5,5,1,1,0,1,1,,,0.8767103776721096,4,0.125,0,0.5,0.5,0.25,0.5
171,0,0,0,1,1,Court,ruling,ruling,Labor,In-group,QLD,male,1,59,0.5,0.5,,1,0,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,1,0,0,0,0,1
172,1,1,1,1,1,Court,opposition,ruling,Labor,Out-group,QLD,male,1,59,1.5,0.6428571428571429,0.5,0.6,0.11,16,3,3,2,4,1,0,0,0,1,-0.5167463852810938,-0.5699441964924997,-0.5435215622841328,2,0.625,0,0,0,0.25,1
173,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,VIC,female,0,37,0.5,0.42857142857142855,,0.98,0.125,15,5,4,3,4,0,1,1,0,1,0.16432713384725534,0.18124422140184465,0.11690215643168357,3,0,0,0.5,0.5,0.5,0.5
174,0,0,1,0,2,Election,opposition,Independent,No party ID,Independent,NSW,female,0,48,1,0.8571428571428571,,0.52,0.5,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
175,1,1,1,0,3,Protests,ruling,Independent,No party ID,Independent,VIC,female,0,31,1.5,0.5714285714285714,,0.5,0.5,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0,0,0.5,0.5,0.5,0.5
176,1,1,1,0,0,Election,opposition,Independent,No party ID,Independent,VIC,female,0,33,0.5,0.42857142857142855,0.5,0.26,0.59,17,5,5,4,5,1,1,1,1,1,1.2577152769932645,1.3871940731086805,1.2253223939860112,5,0.25,0.25,0,0,0,0.5
177,1,1,0,1,2,Control,ruling,opposition,Coalition,Out-group,NSW,male,1,53,1,0.5,0.16666666666666666,0,0.905,16,3,2,3,4,1,0,0,0,1,-0.3711217566799391,-0.40932785876532696,-0.3799761468367966,2,0,0,0.5,0.5,0.5,0.5
178,1,1,1,1,3,Protests,opposition,opposition,Coalition,In-group,NSW,female,0,61,1,0,0.3333333333333333,0.7,0.65,17,4,3,3,4,1,1,0,0,1,0.0884804170487086,0.0975892655208722,0.06361952308978415,3,0,0.25,0.75,1,0.5,0
179,1,1,1,0,1,Court,opposition,Independent,No party ID,Independent,NSW,female,0,60,1.5,0.5,0.5,0.11,0.495,17,4,4,4,4,1,1,1,1,1,0.5922151919349552,0.6531823372783035,0.5686032263779456,5,0,0,0.5,0.75,0.25,0.5
180,0,0,1,0,3,Court,ruling,Independent,No party ID,Independent,QLD,female,0,31,0.5,0.14285714285714285,,1,0,17,2,4,1,5,1,0,1,0,1,,,-0.37650696947147083,3,0.25,0.5,1,1,1,0
181,0,0,1,0,2,Court,ruling,Independent,No party ID,Independent,QLD,female,0,55,0.5,0.35714285714285715,,0.12,0.14,16,5,4,4,4,1,1,1,1,1,,,0.5812710613276595,5,0.25,0,0.5,0.5,0.5,0.5
182,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,male,1,61,1.5,0.9285714285714286,0.5,0.01,0.685,16,4,4,3,2,1,1,1,0,0,,,-0.5822213649374542,3,0,0.25,0.75,0.75,0.5,0.75
183,0,0,1,1,3,Protests,ruling,ruling,Labor,In-group,SA,female,0,47,0.5,0.7142857142857143,0.6666666666666666,0.64,0.495,16,3,5,4,3,1,0,1,1,0,,,0.1232180010824781,3,0.375,0.75,0.75,0.25,0.5,0
184,1,1,0,1,4,Election,opposition,ruling,Labor,Out-group,NSW,female,0,31,0.5,0,1,1,0.19,16,4,5,4,4,1,1,1,1,1,0.6433517794341341,0.7095833148250241,0.6092180247701311,5,0.75,0.5,1,0.5,1,0
185,1,1,1,0,3,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,38,0.5,0.2857142857142857,0.5,0.28,0.28,16,5,4,4,4,1,1,1,1,1,0.616925321234323,0.6804363156125556,0.5812710613276595,5,0,0.25,0.5,0.5,0.5,0.25
186,0,0,1,0,2,Election,opposition,Independent,No party ID,Independent,WA,female,0,63,0.5,0,,0.28,0.385,16,5,3,2,2,1,1,0,0,0,,,-0.9444328877476746,2,0,0,1,0,1,0
187,1,1,1,1,3,Court,opposition,opposition,Coalition,In-group,NSW,female,0,54,1,0.42857142857142855,0,0.28,0.5,17,4,5,4,3,1,1,1,1,0,0.4374538681044725,0.4824887032808465,0.3960945270886463,4,0.125,0.25,0.75,1,0.75,0.75
188,0,0,1,1,2,Control,ruling,ruling,Labor,In-group,SA,female,0,53,0.5,0.6428571428571429,0.5,0.75,0.28,16,4,2,2,2,1,1,0,0,0,,,-1.2579242121460283,2,0,0,0.25,0.5,0.25,0.75
189,0,0,0,0,2,Control,opposition,Independent,No party ID,Independent,QLD,male,1,7,,0,0.16666666666666666,0.61,0.25,15,3,3,3,3,0,0,0,0,0,,,-0.6825891916543231,0,0.25,0.25,0.75,0.5,0.25,0.5
190,1,1,0,1,0,Court,ruling,ruling,Labor,In-group,NSW,male,1,18,1.5,0.9285714285714286,0.5,0.6,0.525,15,4,5,4,4,0,1,1,1,1,0.5154332937907671,0.5684959253566151,0.47911367924190396,4,0,0.5,1,0.75,1,0
191,0,0,1,1,4,Control,opposition,ruling,Labor,Out-group,WA,female,0,19,1.5,0.5714285714285714,0.16666666666666666,0.8,0.525,17,5,1,5,5,1,1,0,1,1,,,0.8767103776721096,4,0,1,0.5,0.5,0.5,0.25
192,1,1,1,1,1,Election,ruling,ruling,Labor,In-group,SA,female,0,51,1,0.5714285714285714,0.8333333333333334,1,0.1,16,4,3,3,4,1,1,0,0,1,-0.039438068594658385,-0.043498123947536715,-0.06648482243844296,3,0.25,0,0,0,0,1
193,1,1,1,1,2,Election,ruling,ruling,Labor,In-group,NSW,female,0,64,1.5,0.2857142857142857,0.16666666666666666,0.7,0.3,17,4,2,3,3,1,1,0,0,0,-0.42439105306686586,-0.46808110250684365,-0.45032746404034046,2,0.125,0,0.5,0.25,0.75,0.5
194,1,1,1,1,0,Court,opposition,ruling,Labor,Out-group,QLD,male,1,57,0.5,0.5,0.3333333333333333,0.67,0.38,16,4,2,4,4,1,1,0,1,1,0.10618656000649639,0.11711821377963598,0.09706059300889322,4,0.25,0,0.25,0.5,0.25,1
195,0,0,1,0,4,Protests,ruling,Independent,No party ID,Independent,SA,male,1,47,1.5,0.2857142857142857,0.5,0.74,0.45,16,3,3,3,3,1,0,0,0,0,,,-0.5524848461260959,1,0.5,0.5,0.25,0.5,0.5,0.25
196,1,1,0,0,0,Court,opposition,Independent,No party ID,Independent,WA,male,1,54,1.5,0.7142857142857143,0.5,0.95,0.19,14,1,1,1,1,0,0,0,0,0,-2.7620796254011757,-3.0464291528449596,-2.794660991134179,0,0.875,0,0,0,0,1
197,0,0,0,0,2,Election,ruling,Independent,No party ID,Independent,TAS,male,1,48,0.5,0.5,,0.75,0.355,17,4,2,2,1,1,1,0,0,0,,,-1.4710477098275132,2,0,0,0.5,0.5,0.5,0.5
198,0,0,1,0,2,Control,opposition,Independent,No party ID,Independent,WA,male,1,56,1,0.6428571428571429,0.5,0.8,0,16,4,5,3,5,1,1,1,0,1,,,0.6181813086120943,4,0,0.5,0.75,0.75,0.5,0.5
199,0,0,0,0,2,Court,opposition,Independent,No party ID,Independent,TAS,female,0,25,1.5,0.9285714285714286,,0.86,0.125,17,5,1,3,3,1,1,0,0,0,,,-0.47827442748281207,2,0.25,0.5,0.75,0.5,0.25,0.75
200,1,1,0,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,male,1,21,1,0.5714285714285714,0.16666666666666666,0.04,0.645,16,5,5,5,5,1,1,1,1,1,1.454476493093598,1.6042113883825735,1.429482607825533,5,1,0.5,1,0.5,0.75,0.5
201,1,1,0,1,2,Protests,ruling,ruling,Labor,In-group,QLD,female,0,46,0.5,0.07142857142857142,,0.7,0,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0,0,1,1,1,0
202,0,0,1,1,4,Control,ruling,ruling,Labor,In-group,SA,male,1,19,1,0.7142857142857143,0.8333333333333334,0.8,0.82,17,4,5,5,4,1,1,1,1,1,,,1.0735869296661071,5,0.625,1,0.75,0,0.75,0
203,1,1,0,1,1,Protests,opposition,ruling,Labor,Out-group,WA,female,0,59,0.5,0.7857142857142857,0.5,0.86,0.49,16,4,2,4,5,1,1,0,1,1,0.440002956979525,0.4853002147922226,0.44028843621860525,4,0.875,0.25,0.25,0,0.25,0.75
204,1,1,1,0,3,Court,ruling,Independent,No party ID,Independent,NSW,male,1,24,1.5,0.9285714285714286,,0.81,0.705,15,2,4,3,3,0,0,1,0,0,-0.6273751079539777,-0.6919618830187246,-0.6546422282118515,1,0.375,1,0.25,0.75,0,0.5
205,1,1,0,0,1,Election,opposition,Independent,One Nation,Independent,QLD,male,1,55,0.5,0.5,,0.1,0.4,17,5,4,3,4,1,1,1,0,1,0.4201641051339893,0.46341900033866246,0.3771108474881378,4,0,0,0.5,0.25,0.25,0.5
206,0,0,1,1,3,Protests,opposition,ruling,Labor,Out-group,WA,female,0,14,1.5,0.8571428571428571,0.16666666666666666,1,0.92,16,4,4,2,2,1,1,1,0,0,,,-0.9164859243052031,3,0.5,0.75,0.5,0.5,0.25,1
207,1,1,1,1,0,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,64,1,0.8571428571428571,0.8333333333333334,0.01,0.975,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0.625,0.5,0,0.25,0,1
208,0,0,1,0,2,Control,opposition,Independent,Independent,Independent,TAS,female,0,48,0.5,0,,0,0,16,5,3,5,5,1,1,0,1,1,,,1.0880443199847076,4,0,0,0.75,0.25,0.25,0.25
209,1,1,1,0,2,Election,ruling,Independent,One Nation,Independent,NSW,female,0,26,0.5,0.7857142857142857,1,0,0.075,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.25,0,0.5,0.25,0.5,0.75
210,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,QLD,female,0,22,0.5,0.21428571428571427,,0.59,0.75,15,4,3,3,4,0,1,0,0,1,-0.1673565542380254,-0.18458551341594565,-0.19658916796667006,2,0,0,0.5,0.5,0.75,0.5
211,1,1,1,0,1,Court,ruling,Independent,No party ID,Independent,QLD,male,1,44,1.5,0.2857142857142857,0.6666666666666666,0.1,0.1,17,4,4,5,5,1,1,1,1,1,1.2507112906516844,1.3794690430331922,1.2460956289554064,5,0.125,0,0.5,0.5,0.5,0.75
212,0,0,1,1,2,Election,opposition,ruling,Labor,Out-group,VIC,female,0,14,1.5,0.8571428571428571,0.6666666666666666,0.58,0.405,14,3,3,3,3,0,0,0,0,0,,,-0.8126935371825502,0,0.5,0.5,0.5,0.25,0.5,0.25
