conspiracy,estimate,std_error,lower,upper,significance
-1.08003178591997,-0.5165365307461307,0.10822084467891525,-0.7286493863168046,-0.3044236751754568,Significant
-1.0650339521740966,-0.5147260285320308,0.10733701454071252,-0.7251065770318272,-0.3043454800322342,Significant
-1.050036118428223,-0.5129155263179308,0.10645833169141554,-0.7215738564331052,-0.3042571962027564,Significant
-1.0350382846823496,-0.5111050241038307,0.10558492463906417,-0.7180514763963965,-0.30415857181126493,Significant
-1.020040450936476,-0.5092945218897308,0.10471692539444312,-0.7145396956628393,-0.3040493481166223,Significant
-1.0050426171906026,-0.5074840196756308,0.10385446955044814,-0.7110387799945092,-0.3039292593567525,Significant
-0.9900447834447292,-0.5056735174615308,0.10299769636091698,-0.707549002328928,-0.3037980325941335,Significant
-0.9750469496988556,-0.5038630152474308,0.10214674881863554,-0.7040706429319565,-0.30365538756290517,Significant
-0.9600491159529823,-0.5020525130333309,0.10130177373220221,-0.7006039895484473,-0.30350103651821453,Significant
-0.9450512822071087,-0.5002420108192309,0.1004629218014002,-0.6971493375499753,-0.3033346840884865,Significant
-0.9300534484612353,-0.4984315086051309,0.09963034769069767,-0.6937069900788984,-0.30315602713136347,Significant
-0.9150556147153619,-0.4966210063910309,0.09880421010045802,-0.6902772581879286,-0.3029647545941332,Significant
-0.9000577809694885,-0.49481050417693095,0.09798467183540846,-0.6868604609743315,-0.3027605473795304,Significant
-0.8850599472236147,-0.49300000196283095,0.09717189986987497,-0.6834569257077858,-0.302543078217876,Significant
-0.8700621134777413,-0.49118949974873094,0.09636606540925301,-0.6800669879508668,-0.30231201154659504,Significant
-0.8550642797318679,-0.489378997534631,0.0955673439471399,-0.6766909916710252,-0.3020670033982368,Significant
-0.8400664459859946,-0.48756849532053104,0.09477591531751375,-0.673329289342858,-0.3018077012982041,Significant
-0.8250686122401212,-0.48575799310643103,0.09399196374129667,-0.6699822420393725,-0.30153374417348955,Significant
-0.8100707784942474,-0.483947490892331,0.09321567786659607,-0.6666502195108593,-0.3012447622738027,Significant
-0.795072944748374,-0.48213698867823107,0.09244725080187018,-0.6633336002498966,-0.3009403771065655,Significant
-0.7800751110025006,-0.48032648646413106,0.09168688014121679,-0.660032771540916,-0.30062020138734613,Significant
-0.7650772772566272,-0.4785159842500311,0.09093476798093737,-0.6567481294926684,-0.30028383900739386,Significant
-0.7500794435107538,-0.4767054820359311,0.09019112092648067,-0.6534800790518333,-0.29993088502002896,Significant
-0.73508160976488,-0.4748949798218311,0.0894561500888245,-0.6502290339959271,-0.29956092564773507,Significant
-0.7200837760190066,-0.47308447760773115,0.08873007106930902,-0.6469954169035769,-0.2991735383118854,Significant
-0.7050859422731333,-0.47127397539363114,0.08801310393189218,-0.6437796591001398,-0.2987682916871225,Significant
-0.6900881085272599,-0.4694634731795312,0.0873054731617587,-0.6405822005765782,-0.29834474578248416,Significant
-0.6750902747813865,-0.46765297096543124,0.08660740760917726,-0.6374034898794186,-0.29790245205144383,Significant
-0.6600924410355131,-0.4658424687513313,0.08591914041746969,-0.6342439839695719,-0.2974409535330907,Significant
-0.6450946072896393,-0.4640319665372312,0.08524090893393066,-0.6311041480477353,-0.29695978502672715,Significant
-0.6300967735437659,-0.46222146432313127,0.08457295460251782,-0.6279844553440662,-0.2964584733021963,Significant
-0.6150989397978925,-0.4604109621090313,0.08391552283712181,-0.6248853868697901,-0.2959365373482726,Significant
-0.6001011060520192,-0.4586004598949313,0.08326886287422554,-0.6218074311284134,-0.29539348866144927,Significant
-0.5851032723061458,-0.45678995768083136,0.08263322760377166,-0.6187510837842238,-0.2948288315774389,Significant
-0.570105438560272,-0.45497945546673135,0.0820088733770802,-0.6157168472858086,-0.29424206364765415,Significant
-0.5551076048143986,-0.45316895325263135,0.08139605979069449,-0.6127052304423926,-0.29363267606287013,Significant
-0.5401097710685252,-0.4513584510385314,0.08079504944508506,-0.6097167479508981,-0.29300015412616465,Significant
-0.5251119373226518,-0.4495479488244314,0.08020610767721034,-0.6067519198717637,-0.2923439777770991,Significant
-0.5101141035767784,-0.44773744661033144,0.07962950226601867,-0.603811271051728,-0.2916636221689348,Significant
-0.4951162698309046,-0.44592694439623143,0.07906550311008319,-0.6008953304919945,-0.29095855830046835,Significant
-0.48011843608503124,-0.4441164421821314,0.07851438187668784,-0.5980046306604396,-0.2902282537038232,Significant
-0.46512060233915786,-0.44230593996803147,0.07797641162183122,-0.5951397067468207,-0.2894721731892423,Significant
-0.4501227685932845,-0.4404954377539315,0.07745186638078666,-0.5923010958602734,-0.2886897796475897,Significant
-0.4351249348474111,-0.4386849355398315,0.07694102072905129,-0.5894893361687721,-0.287880534910891,Significant
-0.4201271011015373,-0.4368744333257315,0.076444149313734,-0.5867049659806501,-0.28704390067081287,Significant
-0.4051292673556639,-0.43506393111163155,0.0759615263556737,-0.583948522768752,-0.28617933945451113,Significant
-0.3901314336097905,-0.43325342889753155,0.07549342512284135,-0.5812205421383005,-0.2852863156567625,Significant
-0.37513359986391714,-0.4314429266834316,0.07504011737586427,-0.5785215567401256,-0.2843642966267376,Significant
-0.36013576611804377,-0.4296324244693316,0.07460187278681422,-0.5758520951314875,-0.2834127538071757,Significant
-0.34513793237216994,-0.4278219222552316,0.07417895833272148,-0.5732126805873656,-0.2824311639230975,Significant
-0.33014009862629656,-0.42601142004113163,0.07377163766561197,-0.5706038298657311,-0.28141901021653215,Significant
-0.3151422648804232,-0.4242009178270316,0.07338017046120933,-0.5680260519310019,-0.2803757837230614,Significant
-0.3001444311345498,-0.42239041561293167,0.07300481174879522,-0.5654798466405703,-0.27930098458529307,Significant
-0.2851465973886764,-0.4205799133988317,0.07264581122507348,-0.5629657033999758,-0.2781941233976877,Significant
-0.2701487636428026,-0.41876941118473165,0.07230341255523202,-0.5604840997929864,-0.2770547225764769,Significant
-0.2551509298969292,-0.4169589089706317,0.07197785266473465,-0.5580355001935116,-0.2758823177477518,Significant
-0.24015309615105584,-0.41514840675653175,0.07166936102569568,-0.5556203543668953,-0.27467645914616823,Significant
-0.22515526240518247,-0.41333790454243174,0.07137815894198908,-0.5532390960687303,-0.27343671301613315,Significant
-0.2101574286593091,-0.4115274023283318,0.07110445883751099,-0.5508921416498533,-0.27216266300681025,Significant
-0.19515959491343526,-0.4097169001142318,0.07084846355224526,-0.5485798886766324,-0.2708539115518311,Significant
-0.18016176116756188,-0.4079063979001318,0.07061036565096833,-0.5463027145760297,-0.26951008122423387,Significant
-0.1651639274216885,-0.4060958956860318,0.07039034674956618,-0.5440609753151815,-0.2681308160568821,Significant
-0.15016609367581513,-0.4042853934719319,0.07018857686401661,-0.5418550041254044,-0.2667157828184593,Significant
-0.13516825992994175,-0.40247489125783187,0.0700052137871092,-0.5396851102805659,-0.26526467223509786,Significant
-0.12017042618406792,-0.40066438904373186,0.06984040249792989,-0.5375515779396745,-0.26377720014778927,Significant
-0.10517259243819455,-0.3988538868296319,0.06969427460902315,-0.5354546650633173,-0.2622531085959465,Significant
-0.09017475869232117,-0.3970433846155319,0.06956694785596175,-0.5333946024132169,-0.2606921668178469,Significant
-0.07517692494644779,-0.39523288240143195,0.0694585256338008,-0.5313715926436815,-0.2590941721591824,Significant
-0.06017909120057441,-0.393422380187332,0.06936909658457227,-0.5293858094930937,-0.25745895088157034,Significant
-0.045181257454700585,-0.39161187797323194,0.06929873423958882,-0.527437397082826,-0.2557863588636379,Significant
-0.030183423708827206,-0.389801375759132,0.06924749671987933,-0.5255264693300955,-0.25407628218816847,Significant
-0.015185589962953827,-0.387990873545032,0.06921542649757585,-0.5236531094802807,-0.2523286376097833,Significant
-1.877562170804481e-4,-0.386180371330932,0.06920255022052327,-0.5218173697631576,-0.25054337289870643,Significant
0.014810077528792931,-0.3843698691168321,0.06920887860179398,-0.5200192711763483,-0.24872046705731587,Significant
0.02980791127466631,-0.38255936690273207,0.06923440637517417,-0.5182588033980734,-0.2468599304073907,Significant
0.04480574502054013,-0.38074886468863206,0.06927911231705232,-0.5165359248300546,-0.2449618045472095,Significant
0.05980357876641351,-0.3789383624745321,0.06934295933449794,-0.5148505627701481,-0.24302616217891615,Significant
0.07480141251228689,-0.3771278602604321,0.06942589461867965,-0.5132026137130442,-0.24105310680782,Significant
0.08979924625816027,-0.37531735804633215,0.06952784986214718,-0.5115919437761406,-0.23904277231652368,Significant
0.10479708000403365,-0.3735068558322322,0.06964874153790317,-0.5100183892465224,-0.236995322417942,Significant
0.11979491374990747,-0.37169635361813214,0.06978847123762698,-0.508481757243881,-0.23491094999238327,Significant
0.13479274749578085,-0.3698858514040322,0.06994692606589392,-0.5069818264931842,-0.2327898763148801,Significant
0.14979058124165423,-0.36807534918993223,0.07012397908676649,-0.5055183481999945,-0.2306323501798699,Significant
0.1647884149875276,-0.3662648469758322,0.07031948981872656,-0.5040910470205363,-0.22843864693112817,Significant
